designation,ra,dec,w1mpro,w2mpro,w3mpro,w4mpro,w1sigmpro,w2sigmpro,w3sigmpro,w4sigmpro,w1snr,w2snr,w3snr,w4snr,pmra,pmdec,ph_qual,w1_w2_color,w3mpro_1,w1mpro_1,snr_w1w2,w1_w2_zscore,w3_zscore,w1_zscore,anomaly_score,has_rosat,has_2mass,w1_w2_color_zscore_tier2,w3mpro_zscore_tier2,w1mpro_zscore_tier2,tier2_stealth_score,has_ps1,ps1_coverage,w1_w2_color_zscore_tier3,w3mpro_zscore_tier3,w1mpro_zscore_tier3,tier3_stealth_score,no_gaia_optical,no_rosat_xray,no_2mass_nir,no_ps1_deep_optical,spitzer_coverage,invisibility_count,final_stealth_score,pm_total,prime_score,has_nvss_radio,nvss_separation,gal_l,gal_b,w34_yso_flag
J050028.62-521040.8,75.1192799,-52.1780189,14.884,13.342,9.938,7.19,0.085,0.025,0.037,0.068,12.8,43.2,29.2,16.0,18.0,248.0,AAAA,1.5419998,9.938,14.884,552.96,2.2932246,0.90701854,-0.00063937024,8.239563,0,0,-0.44948053,-0.37056988,-0.53204036,-0.43400496,0,0,-0.8162907,-0.46436107,-0.8720913,-2.2680557,1,1,1,1,0,4,16.4791259765625,248.65236777477105,21.561287768569336,0,999.9,259.47934535813147,-37.89504889118069,True
J141937.47+584439.3,214.9061461,58.7442691,16.575,14.932,9.763,7.089,0.06,0.052,0.036,0.085,18.0,21.1,30.1,12.8,169.0,94.0,AAAA,1.6430006,9.763,16.575,379.8,2.5025785,1.0762541,-1.0137714,8.108345,0,0,-0.120982274,-0.6200972,0.8812875,0.5338255,0,1,-0.48023212,-0.70407665,0.68446696,-1.2624239,1,1,1,1,0,4,16.216690063476562,193.38303958723992,21.54549636433777,0,999.9,103.15074523534813,54.86660956018157,True
J235508.85-385109.7,358.7869134,-38.852696,15.097,13.577,9.748,6.777,0.034,0.033,0.043,0.068,32.1,32.6,25.4,16.0,36.0,-190.0,AAAA,1.5200005,9.748,15.097,1046.46,2.2476246,1.0907595,-0.12825458,8.250758,0,0,-0.521032,-0.6414844,-0.35401607,-0.5518953,0,0,-0.8894889,-0.7246228,-0.6760255,-2.39418,1,1,1,1,0,4,16.501516342163086,193.380454027805,21.5179789603323,0,999.9,344.4540080121853,-73.40261813912602,True
J212723.37-564500.8,321.8473959,-56.7502311,16.316,14.721,9.631,7.078,0.07,0.056,0.04,0.093,15.6,19.4,27.3,11.6,75.0,-338.0,AAAA,1.5950003,9.631,16.316,302.64,2.4030836,1.203906,-0.8585959,8.156514,0,0,-0.27710015,-0.8083119,0.6648163,0.16371554,0,0,-0.639943,-0.8848904,0.44605798,-1.6504989,1,1,1,1,0,4,16.31302833557129,346.2210276687423,21.51688535340023,0,999.9,338.91278574094974,-43.499192781033905,True
J125919.16-433318.7,194.8298484,-43.555201,14.881,13.329,10.003,6.86,0.031,0.029,0.046,0.062,34.6,37.6,23.6,17.4,20.0,80.0,AAAA,1.5519991,10.003,14.881,1300.96,2.313951,0.8441592,0.00115818,8.2092495,0,0,-0.41695857,-0.27788764,-0.534548,-0.3953163,0,0,-0.78302026,-0.37532324,-0.874853,-2.2256246,1,1,1,1,0,4,16.418498992919922,82.46211251235322,21.514798124992446,0,999.9,304.44471849389714,19.29339492692444,True
J141949.04+174053.8,214.9543477,17.6816356,16.537,14.807,10.239,7.564,0.065,0.052,0.048,0.099,16.7,20.9,22.5,10.9,-65.0,352.0,AAAA,1.7300005,10.239,16.537,349.03,2.6829112,0.61593306,-0.9910044,7.981629,0,0,0.16197903,0.05861753,0.8495273,1.0507569,0,1,-0.19075854,-0.052049994,0.64948803,-0.712931,1,1,1,1,0,4,15.963257789611816,357.9511139806664,21.486546581143283,0,999.9,12.679991652783617,67.54321438911741,True
J044052.13+651046.3,70.2172362,65.1795347,15.672,14.144,9.561,7.244,0.05,0.042,0.041,0.103,21.7,25.9,26.8,10.5,37.0,532.0,AAAA,1.5279999,9.561,15.672,562.03,2.2642057,1.2715999,-0.47275513,8.227262,0,0,-0.4950144,-0.90812224,0.12656514,-0.40462726,0,1,-0.86287254,-0.9807761,-0.14674097,-2.243918,1,1,1,1,0,4,16.45452308654785,533.2851019857952,21.483025012706413,0,999.9,144.138050170829,12.260042343407301,True
J185303.61-812429.0,283.2650597,-81.408071,16.151,14.52,9.893,6.907,0.07,0.045,0.041,0.075,15.6,23.9,26.4,14.5,-177.0,556.0,AAAA,1.6309986,9.893,16.151,372.84,2.4777007,0.9505363,-0.7597386,8.099168,0,0,-0.16001794,-0.43473408,0.5269096,0.34124428,0,0,-0.5201662,-0.5260023,0.29417545,-1.459497,1,1,1,1,0,4,16.198335647583008,583.4937874562162,21.482228200290603,0,999.9,312.57201004163863,-26.859722880669267,True
J113123.64-401706.0,172.8485214,-40.2850145,14.971,13.391,10.119,7.171,0.032,0.031,0.047,0.097,33.8,35.6,23.1,11.2,271.0,49.0,AAAA,1.5799999,10.119,14.971,1203.28,2.3719912,0.7319801,-0.052763756,8.16118,0,0,-0.32588774,-0.112486586,-0.45932642,-0.21824223,0,0,-0.6898534,-0.21642603,-0.7920083,-2.0380707,1,1,1,1,0,4,16.322359085083008,275.3942628305826,21.480224229522054,0,999.9,286.7963147443643,20.065457286279464,True
J101431.50+070124.9,153.6312712,7.0236089,15.279,13.654,10.223,7.228,0.039,0.034,0.064,0.108,27.8,32.3,16.9,10.1,113.0,478.0,AAAA,1.625,10.223,15.279,897.9399999999999,2.465267,0.6314067,-0.23729663,8.105614,0,0,-0.17952803,0.035802558,-0.20190148,0.12787671,0,1,-0.5401253,-0.073967844,-0.5084953,-1.6751097,1,1,1,1,0,4,16.211227416992188,491.17512151980986,21.47987632751465,0,999.9,233.995970618218,47.731229118983286,True
J050421.35-634442.0,76.0889938,-63.7450207,16.847,15.035,10.532,7.807,0.057,0.043,0.049,0.107,19.2,25.0,22.2,10.2,286.0,-48.0,AAAA,1.8120003,10.532,16.847,480.0,2.85288,0.33258533,-1.1767349,7.880783,0,0,0.4286778,0.47639608,1.1086229,1.6318247,0,0,0.082078226,0.34930086,0.93484104,-0.10117316,1,1,1,1,0,4,15.761566162109377,290.0,21.473558684951787,0,999.9,273.75373886931703,-35.89288922587482,True
J184344.26-491012.1,280.9344337,-49.1700354,15.238,13.641,10.099,7.152,0.042,0.034,0.055,0.091,25.7,31.8,19.8,11.9,-74.0,-379.0,AAAA,1.5970001,10.099,15.238,817.26,2.407229,0.75132173,-0.212732,8.135937,0,0,-0.27059576,-0.1410046,-0.23616932,-0.06306736,0,0,-0.6332889,-0.24382268,-0.5462359,-1.876533,1,1,1,1,0,4,16.271873474121094,386.15670394284234,21.46911018719284,0,999.9,346.647269759354,-18.994342615314746,True
J124333.60+562333.5,190.8900229,56.3926495,16.78,15.082,9.983,7.217,0.072,0.061,0.052,0.109,15.1,17.9,20.8,10.0,-503.0,551.0,AAAA,1.6980009,9.983,16.78,270.29,2.6165826,0.86350083,-1.1365933,8.008406,0,0,0.057902522,-0.30640566,1.0526252,0.87992096,0,1,-0.29723033,-0.40271991,0.8731684,-0.89574337,1,1,1,1,0,4,16.01681137084961,746.0630000207757,21.456123395416185,0,999.9,125.15963397769019,60.70151505986433,True
J022842.06-055149.5,37.1752704,-5.8637615,16.454,14.839,9.698,7.387,0.064,0.062,0.037,0.094,16.8,17.4,29.3,11.5,108.0,-313.0,AAAA,1.6150007,9.698,16.454,292.32,2.4445405,1.1391126,-0.9412764,8.101014,0,0,-0.21204999,-0.7127781,0.78015625,0.2766989,0,1,-0.5733957,-0.7931132,0.5730868,-1.5300298,1,1,1,1,0,4,16.202028274536133,331.1087434665536,21.435285675495262,0,999.9,174.72303910202294,-58.58103208991268,True
J233054.87-810019.5,352.7286544,-81.005437,14.715,13.194,9.933,7.479,0.029,0.026,0.04,0.109,37.7,42.0,26.8,10.0,112.0,-122.0,AAAA,1.5209999,9.933,14.715,1583.4,2.2496963,0.91185397,0.100613676,8.2174835,0,0,-0.5177813,-0.37769938,-0.67328924,-0.66458493,0,0,-0.8861634,-0.47121024,-1.0276546,-2.5064955,1,1,1,1,0,4,16.434967041015625,165.61400906928134,21.434483686193236,0,999.9,306.72256059721116,-35.52216127323809,True
J052721.67-313153.1,81.8402991,-31.5314272,15.518,13.974,9.722,6.579,0.039,0.036,0.04,0.062,28.0,30.1,27.0,17.4,113.0,-79.0,AAAA,1.5439997,9.722,15.518,842.8000000000001,2.29737,1.115903,-0.3804887,8.185476,0,0,-0.44297615,-0.678557,-0.00214732,-0.36356336,0,0,-0.8096366,-0.7602377,-0.28849748,-2.1968656,1,1,1,1,0,4,16.370952606201172,137.87675656179326,21.42630178873894,0,999.9,235.21430104565385,-30.70070399294571,True
J052942.91-570703.0,82.4288248,-57.1175249,15.536,13.863,10.382,7.694,0.033,0.028,0.045,0.089,32.5,38.5,24.0,12.2,-9.0,110.0,AAAA,1.6730003,10.382,15.536,1251.25,2.5647616,0.4776439,-0.39127344,8.019477,0,0,-0.023410158,0.2625163,0.01289747,0.4469636,0,0,-0.38041443,0.14383115,-0.271928,-1.3380578,1,1,1,1,0,4,16.03895378112793,110.3675676999362,21.405588678630565,0,999.9,265.3460377432362,-33.476689092797436,True
J125025.55-502517.9,192.606488,-50.4216631,16.738,14.955,10.447,7.514,0.099,0.062,0.06,0.106,11.0,17.7,18.1,10.3,-72.0,63.0,AAAA,1.783001,10.447,16.738,194.7,2.7927701,0.41478544,-1.1114299,7.889058,0,0,0.33435944,0.35519716,1.017522,1.3899381,0,0,-0.014410851,0.23286767,0.83450776,-0.3539133,1,1,1,1,0,4,15.778116226196287,95.67131231461184,21.40459562808113,0,999.9,302.76685590504127,12.449760144257825,True
J180032.05+620626.2,270.1335657,62.1072914,16.842,15.168,9.853,7.704,0.047,0.041,0.033,0.093,23.2,26.3,32.7,11.6,-373.0,180.0,AAAA,1.6739988,9.853,16.842,610.16,2.5668314,0.98921865,-1.1737386,8.010583,0,0,-0.020162614,-0.49176878,1.1044431,0.7038857,0,1,-0.37709212,-0.5807943,0.9302376,-1.0807619,1,1,1,1,0,4,16.02116584777832,414.1605968703445,21.3850483285347,0,999.9,91.25787247817544,29.65175181491065,True
J025449.92-712553.3,43.7080405,-71.4314832,16.292,14.615,10.097,7.205,0.046,0.039,0.043,0.079,23.5,28.0,25.1,13.8,144.0,-448.0,AAAA,1.677,10.097,16.292,658.0,2.5730522,0.7532557,-0.84421664,8.004824,0,0,-0.01040137,-0.14385614,0.64475715,0.61028796,0,0,-0.36710623,-0.2465621,0.42396596,-1.1732364,1,1,1,1,0,4,16.009647369384766,470.57411743528775,21.379283097076414,0,999.9,290.13695994148304,-42.497543088239055,True
J030843.72-472228.6,47.1821954,-47.3746229,14.913,13.387,9.896,7.579,0.029,0.027,0.043,0.107,37.0,39.5,25.4,10.2,10.0,-26.0,AAAA,1.526,9.896,14.913,1461.5,2.2600603,0.9476349,-0.018014355,8.1836195,0,0,-0.5015188,-0.4304561,-0.5078021,-0.6303385,0,0,-0.8695266,-0.5218925,-0.84539664,-2.470378,1,1,1,1,0,4,16.367238998413086,27.85677655436824,21.36252034072876,0,999.9,259.2498761967915,-56.435889136206576,True
J023545.33-453552.0,38.9388801,-45.5977833,15.014,13.481,9.892,6.727,0.03,0.027,0.035,0.055,36.7,40.4,30.8,19.6,-112.0,-157.0,AAAA,1.533,9.892,15.014,1482.68,2.27457,0.95150286,-0.07852655,8.172438,0,0,-0.47875187,-0.43615916,-0.4233871,-0.5692801,0,0,-0.8462357,-0.5273713,-0.7524268,-2.4066992,1,1,1,1,0,4,16.34487533569336,192.85486771144772,21.356214113616943,0,999.9,261.56328984750843,-62.262695631153335,True
J123513.31-433023.5,188.8054745,-43.5065507,15.314,13.712,10.123,7.548,0.038,0.031,0.042,0.107,28.7,35.4,25.7,10.1,-100.0,47.0,AAAA,1.6020002,10.123,15.314,1015.98,2.4175932,0.72811216,-0.25826615,8.086681,0,0,-0.2543332,-0.10678352,-0.17264883,-0.07370788,0,0,-0.61665213,-0.21094722,-0.47627807,-1.8853023,1,1,1,1,0,4,16.173362731933594,110.4943437466371,21.355308798179628,0,999.9,299.8181806730553,19.267135903835293,True
J082840.86+874729.7,127.1702588,87.7916032,14.995,13.468,9.87,7.239,0.036,0.027,0.037,0.084,29.9,39.5,29.3,12.9,425.0,-77.0,AAAA,1.5269995,9.87,14.995,1181.05,2.2621322,0.97277844,-0.067143016,8.178421,0,0,-0.49826816,-0.46752873,-0.43926722,-0.612927,0,1,-0.86620116,-0.5575074,-0.76991624,-2.4525921,1,1,1,1,0,4,16.356842041015625,431.9189738828337,21.352219964657593,0,999.9,125.21173931733506,28.018973266371578,True
J154514.90+444217.0,236.3121215,44.7047334,16.33,14.692,9.889,7.569,0.047,0.044,0.032,0.086,23.0,24.6,34.1,12.6,354.0,308.0,AAAA,1.6379995,9.889,16.33,565.8000000000001,2.4922123,0.9544043,-0.8669837,8.04126,0,0,-0.1372479,-0.44043714,0.67651737,0.35558528,0,1,-0.49687213,-0.5314811,0.45894486,-1.4425359,1,1,1,1,0,4,16.08251953125,469.23341739479724,21.351151321435548,0,999.9,71.57344190144167,51.25687901145011,True
J182408.86-641932.3,276.0369402,-64.3256504,15.464,13.907,9.834,6.945,0.041,0.035,0.042,0.084,26.3,30.6,26.1,13.0,560.0,-135.0,AAAA,1.5570002,9.834,15.464,804.7800000000001,2.3243172,1.0075928,-0.34813565,8.136205,0,0,-0.40069294,-0.5188604,-0.047280096,-0.33641475,0,0,-0.76638025,-0.6068206,-0.33820415,-2.1648514,1,1,1,1,0,4,16.272409439086914,576.0425331518499,21.33963838931496,0,999.9,330.4544787915064,-21.41735286192627,True
J220900.38+720911.1,332.2515958,72.1530851,15.645,13.964,10.395,7.749,0.044,0.031,0.05,0.095,24.7,35.1,21.7,11.4,-321.0,-282.0,AAAA,1.6810007,10.395,15.645,866.97,2.5813448,0.46507165,-0.45657888,7.985063,0,0,0.0026105202,0.28105327,0.10399915,0.486617,0,1,-0.35379487,0.16163924,-0.17159384,-1.2954099,1,1,1,1,0,4,15.970126152038574,427.2762572388033,21.3392848001716,0,999.9,111.1127672368359,13.118612760306858,True
J042242.41-562836.5,65.6767387,-56.4768254,15.477,13.898,9.944,7.18,0.03,0.028,0.032,0.059,36.3,38.2,33.6,18.4,41.0,72.0,AAAA,1.5790005,9.944,15.477,1386.66,2.3699193,0.90121573,-0.35592467,8.105657,0,0,-0.3291384,-0.3620139,-0.03641437,-0.1991852,0,0,-0.6931789,-0.45614156,-0.32623726,-2.0193877,1,1,1,1,0,4,16.211313247680664,82.85529554590944,21.330847592429546,0,999.9,266.206101232739,-42.624423115868524,True
J184627.46+610309.5,281.6144189,61.0526396,14.979,13.404,10.133,7.846,0.028,0.026,0.038,0.085,38.4,42.0,28.5,12.8,149.0,-356.0,AAAA,1.5749998,10.133,14.979,1612.8,2.3616269,0.7184413,-0.05755703,8.104985,0,0,-0.34215027,-0.092524506,-0.45263976,-0.33142573,0,1,-0.7064903,-0.19724889,-0.784644,-2.1531258,1,1,1,1,0,4,16.209970474243164,385.923567562283,21.31611052523094,0,999.9,90.9190613368192,24.102807631037827,True
J173753.22+551954.1,264.4717885,55.3317134,16.412,14.65,10.501,7.813,0.043,0.035,0.046,0.102,25.4,31.3,23.5,10.7,-353.0,-309.0,AAAA,1.762001,10.501,16.412,795.02,2.7492418,0.3625634,-0.91611296,7.875458,0,0,0.26605865,0.4321953,0.74505305,1.1393073,0,1,-0.08428357,0.30683812,0.53442615,-0.612404,1,1,1,1,0,4,15.75091552734375,469.13750649463105,21.301541309362793,0,999.9,83.23145769208331,32.32500119409335,True
J004209.94-342803.1,10.5414341,-34.4675466,14.742,13.229,9.916,7.31,0.031,0.028,0.053,0.107,34.5,38.3,20.7,10.2,34.0,-288.0,AAAA,1.5129995,9.916,14.742,1321.35,2.233113,0.9282933,0.08443744,8.176216,0,0,-0.543802,-0.40193808,-0.6507232,-0.7779861,0,0,-0.91278297,-0.49449584,-1.0028018,-2.622891,1,1,1,1,0,4,16.352432250976562,290.0,21.30067661487885,0,999.9,317.5280666993371,-82.3961478737346,True
J071740.51-463829.2,109.4188208,-46.6414521,16.264,14.475,10.7,7.835,0.042,0.034,0.057,0.107,25.6,32.3,19.2,10.1,150.0,121.0,AAAA,1.7889996,10.7,16.264,826.88,2.8052042,0.17011912,-0.82744104,7.8433495,0,0,0.35386953,0.7159424,0.621355,1.282145,0,0,0.005548249,0.57942784,0.3981922,-0.45946154,1,1,1,1,0,4,15.68669891357422,192.7200041511,21.299398529915162,0,999.9,257.96463368815165,-15.17293839348345,True
J033130.36-424154.5,52.8765344,-42.698481,16.396,14.744,9.948,7.542,0.05,0.045,0.039,0.089,21.8,24.2,27.8,12.2,-24.0,14.0,AAAA,1.6519995,9.948,16.396,527.56,2.5212312,0.89734775,-0.9065264,8.003189,0,0,-0.091714054,-0.35631084,0.73167974,0.42959887,0,0,-0.45029032,-0.45066276,0.51969755,-1.3632824,1,1,1,1,0,4,16.006378173828125,27.784887978899608,21.294883921823118,0,999.9,249.21196087298046,-54.110692132077624,True
J051817.20-363820.5,79.5716789,-36.6390355,15.955,14.312,10.085,7.334,0.044,0.041,0.046,0.1,24.7,26.3,23.6,10.9,-193.0,196.0,AAAA,1.6429996,10.085,15.955,649.61,2.5025766,0.7648605,-0.64230937,8.012711,0,0,-0.120985374,-0.1609667,0.36309475,0.28248477,0,0,-0.4802353,-0.26299983,0.11375917,-1.5137649,1,1,1,1,0,4,16.025421142578125,275.0727176584403,21.291373247995605,0,999.9,240.60219739422186,-33.67297492580784,True
J082956.17-704905.2,127.4840637,-70.8181187,15.754,14.119,10.129,7.436,0.032,0.029,0.038,0.066,34.5,38.0,28.6,16.5,61.0,124.0,AAAA,1.6349993,10.129,15.754,1311.0,2.4859934,0.7223102,-0.5218838,8.019562,0,0,-0.14700605,-0.098228924,0.19510004,0.18770635,0,0,-0.50685483,-0.202729,-0.071260564,-1.6115375,1,1,1,1,0,4,16.03912353515625,138.19189556555045,21.283914685675047,0,999.9,284.62920171921496,-17.988383719117447,True
J025126.28+701410.9,42.8595132,70.2363705,16.003,14.276,10.497,7.223,0.049,0.039,0.079,0.101,22.0,27.6,13.8,10.8,-48.0,215.0,AAAA,1.7270002,10.497,16.003,607.2,2.6766922,0.36643228,-0.6710679,7.9086576,0,0,0.15222089,0.42649087,0.40321314,0.82290107,0,1,-0.20074126,0.301358,0.15794325,-0.9419097,1,1,1,1,0,4,15.817315101623535,220.29298672449835,21.280616370416908,0,999.9,132.80830813519373,9.700723266963372,True
J042709.23-513840.9,66.7884663,-51.6447019,15.522,13.848,10.426,8.109,0.03,0.027,0.039,0.108,36.0,40.4,28.0,10.0,147.0,-125.0,AAAA,1.6740007,10.426,15.522,1454.4,2.5668354,0.4350936,-0.3828856,7.970261,0,0,-0.02015641,0.32525405,0.0011964096,0.38651958,0,0,-0.37708578,0.20410196,-0.2848149,-1.3981272,1,1,1,1,0,4,15.940522193908691,192.96113598338914,21.27741125610243,0,999.9,259.5810368409564,-43.05828066496172,True
J140759.39-015633.3,211.9974902,-1.9425963,15.467,13.952,9.634,7.167,0.039,0.038,0.039,0.082,28.2,28.7,27.5,13.2,-57.0,94.0,AAAA,1.5150003,9.634,15.467,809.3399999999999,2.2372603,1.2010046,-0.3499332,8.163355,0,0,-0.5372945,-0.8040339,-0.0447725,-0.6343964,0,1,-0.90612566,-0.88078064,-0.33544242,-2.478552,1,1,1,1,0,4,16.326709747314453,109.9317970379817,21.27370378035332,0,999.9,338.3526785508096,55.57426113469334,True
J143912.75-361736.9,219.8031432,-36.2935911,14.95,13.415,9.954,7.469,0.035,0.035,0.051,0.108,30.6,31.2,21.3,10.0,-378.0,-79.0,AAAA,1.5349998,9.954,14.95,954.72,2.2787151,0.8915449,-0.040182047,8.133281,0,0,-0.47224748,-0.3477549,-0.476878,-0.6183298,0,0,-0.8395816,-0.44244322,-0.8113386,-2.4550004,1,1,1,1,0,4,16.26656150817871,386.16706229299257,21.260395240527114,0,999.9,326.07512511288974,21.688129737299175,True
J141155.92+753611.4,212.9830124,75.6031796,15.259,13.626,10.332,7.62,0.03,0.027,0.044,0.089,35.6,40.0,24.5,12.2,188.0,-162.0,AAAA,1.6329994,10.332,15.259,1424.0,2.481848,0.52599704,-0.22531372,8.009226,0,0,-0.15351045,0.19122256,-0.21861774,0.059128106,0,1,-0.5135089,0.07534081,-0.5269056,-1.740864,1,1,1,1,0,4,16.018451690673828,248.16929705344293,21.250076090633698,0,999.9,116.47281030055414,40.49932258411916,True
J055738.65-342327.8,89.4110809,-34.3910684,15.116,13.556,10.017,7.104,0.033,0.028,0.049,0.085,32.9,38.2,22.1,12.7,138.0,270.0,AAAA,1.5600004,10.017,15.116,1256.78,2.3305361,0.8306204,-0.13963811,8.097901,0,0,-0.3909348,-0.25792554,-0.33813593,-0.43307132,0,0,-0.75639755,-0.3561461,-0.6585361,-2.260385,1,1,1,1,0,4,16.195802688598633,303.22269044383864,21.24889442310562,0,999.9,240.28539595895552,-25.363574095218812,True
J080228.98-672425.1,120.6207761,-67.4069882,15.247,13.71,9.846,7.058,0.03,0.027,0.031,0.055,36.7,40.6,35.3,19.6,-25.0,-309.0,AAAA,1.5369997,9.846,15.247,1490.0200000000002,2.2828605,0.9959881,-0.21812409,8.124439,0,0,-0.46574306,-0.5017498,-0.22864734,-0.5548633,0,0,-0.8329275,-0.5903828,-0.5379516,-2.3907855,1,1,1,1,0,4,16.248878479003906,310.0096772683072,21.243782748517,0,999.9,280.24322151324577,-18.462714998492636,True
J131843.92+794631.7,199.6830384,79.7754887,16.91,15.314,9.464,7.122,0.068,0.062,0.029,0.07,16.0,17.5,37.3,15.5,738.0,-374.0,AAAA,1.5959997,9.464,16.91,280.0,2.4051554,1.3654047,-1.21448,8.049093,0,0,-0.2738495,-1.0464317,1.1612777,0.14708197,0,1,-0.63661754,-1.113647,0.992832,-1.6667584,1,1,1,1,0,4,16.098186492919922,827.3572384405662,21.23672665556877,0,999.9,121.41326429194402,37.272151839594684,True
J225210.90-652141.8,343.045442,-65.3616153,15.539,14.017,9.651,6.959,0.048,0.036,0.035,0.077,22.7,29.8,30.6,14.1,-6.0,-34.0,AAAA,1.5219994,9.651,15.539,676.46,2.2517679,1.1845644,-0.3930704,8.13908,0,0,-0.51453066,-0.77979386,0.015404271,-0.596595,0,0,-0.88283795,-0.8574937,-0.26916718,-2.4381316,1,1,1,1,0,4,16.278160095214844,34.52535300326414,21.233230074819033,0,999.9,320.7720665226117,-47.42470709815916,True
J052156.34-384916.2,80.4847594,-38.8211901,15.581,13.931,10.291,7.318,0.039,0.032,0.052,0.101,27.9,33.7,20.7,10.8,-12.0,361.0,AAAA,1.6500006,10.291,15.581,940.23,2.517088,0.56564593,-0.41823438,7.9814982,0,0,-0.09821534,0.13276277,0.05050825,0.22198078,0,0,-0.45694122,0.01917975,-0.23050566,-1.5716486,1,1,1,1,0,4,15.96299648284912,361.19939091864484,21.230787237748906,0,999.9,243.3323146788633,-33.35343547565584,True
J033312.69-474704.9,53.3028921,-47.7847096,16.764,15.083,9.961,7.054,0.054,0.049,0.037,0.06,20.1,22.3,29.7,18.0,-261.0,-204.0,AAAA,1.6809998,9.961,16.764,448.23,2.581343,0.8847755,-1.1270069,7.944185,0,0,0.0026074185,-0.33777386,1.0392518,0.65558124,0,0,-0.35379806,-0.43285465,0.8584398,-1.1264461,1,1,1,1,0,4,15.8883695602417,331.2657543423407,21.230038770860176,0,999.9,257.2740645289421,-52.449706793199105,True
J190935.89+693721.6,287.3995681,69.6226708,15.992,14.258,10.552,7.76,0.035,0.03,0.046,0.078,30.8,36.0,23.8,14.0,-16.0,53.0,AAAA,1.7339993,10.552,15.992,1108.8,2.6911998,0.31324372,-0.66447705,7.878988,0,0,0.17498472,0.5049141,0.39401886,0.8369339,0,1,-0.17745353,0.3766975,0.14781721,-0.92525727,1,1,1,1,0,4,15.757975578308104,55.362442142665635,21.222839302748774,0,999.9,100.64433365122609,23.76072649773901,True
J002643.17-253220.7,6.6798916,-25.5390865,15.657,14.116,9.703,7.214,0.042,0.041,0.044,0.099,25.8,26.3,24.5,10.9,-103.0,-514.0,AAAA,1.5409994,9.703,15.657,678.5400000000001,2.291151,1.1342772,-0.46376795,8.111101,0,0,-0.4527343,-0.7056486,0.114027955,-0.4588849,0,1,-0.81961936,-0.786264,-0.16054872,-2.2933104,1,1,1,1,0,4,16.22220230102539,524.218465909014,21.22188310353714,0,999.9,47.55523103086911,-84.23900999103343,True
J211158.11-493633.3,317.9921454,-49.6092759,15.069,13.566,9.752,7.117,0.035,0.033,0.043,0.095,31.3,33.1,25.1,11.4,-120.0,-151.0,AAAA,1.5030003,9.752,15.069,1036.03,2.2123866,1.0868915,-0.11147897,8.156018,0,0,-0.576324,-0.6357813,-0.3774182,-0.81931585,0,0,-0.9460534,-0.719144,-0.7017993,-2.667963,1,1,1,1,0,4,16.312036514282227,192.87560758167425,21.215435669197657,0,999.9,349.15357855184493,-42.779348143872255,True
J134725.55+284446.3,206.8564885,28.7462031,16.023,14.397,9.991,7.377,0.052,0.047,0.05,0.106,20.7,22.9,21.7,10.2,206.0,80.0,AAAA,1.6260004,9.991,16.023,474.03,2.4673405,0.855764,-0.6830508,8.002616,0,0,-0.17627427,-0.29499817,0.4199294,0.14710575,0,1,-0.5367967,-0.39176098,0.17635357,-1.6555061,1,1,1,1,0,4,16.005231857299805,220.9886874932742,21.21013453771225,0,999.9,43.641187167606425,77.53625856638259,True
J192055.47-602205.6,290.2311495,-60.3682285,15.432,13.892,9.796,7.08,0.039,0.04,0.048,0.093,27.5,27.0,22.5,11.7,-198.0,-300.0,AAAA,1.54,9.796,15.432,742.5,2.2890794,1.0443412,-0.3289637,8.104787,0,0,-0.45598495,-0.5730435,-0.07402515,-0.52020615,0,0,-0.8229448,-0.6588732,-0.3676596,-2.3550055,1,1,1,1,0,4,16.20957374572754,359.4495792180038,21.202122459411623,0,999.9,336.2953406285836,-26.924050462413113,True
J052241.71-584125.0,80.6738295,-58.6902935,15.043,13.47,10.127,7.33,0.03,0.027,0.041,0.095,35.7,39.7,26.6,11.5,131.0,236.0,AAAA,1.573,10.127,15.043,1417.2900000000002,2.3574815,0.7242442,-0.095901534,8.062909,0,0,-0.3486547,-0.101080455,-0.39914885,-0.3906867,0,0,-0.71314436,-0.2054684,-0.72573215,-2.2131348,1,1,1,1,0,4,16.125818252563477,269.92035862453946,21.199000674819946,0,999.9,267.2827323710979,-34.34823652832405,True
J062209.27-571431.7,95.5386424,-57.2421433,16.205,14.527,10.188,7.573,0.04,0.036,0.042,0.083,27.1,29.8,25.7,13.0,510.0,210.0,AAAA,1.6779995,10.188,16.205,807.58,2.575124,0.6652537,-0.79209226,7.931161,0,0,-0.0071507236,-0.014102637,0.5720432,0.5026615,0,0,-0.36378077,-0.12191069,0.34388298,-1.2804887,1,1,1,1,0,4,15.862321853637695,551.5432893255071,21.185715481486323,0,999.9,266.11719911733576,-26.412444576265393,True
J045534.41-444830.0,73.8934058,-44.8083366,16.788,15.062,10.192,7.329,0.065,0.054,0.047,0.086,16.8,20.1,23.3,12.7,256.0,162.0,AAAA,1.7259998,10.192,16.788,337.68000000000006,2.6746187,0.6613848,-1.1413862,7.874547,0,0,0.14896715,-0.008398215,1.059311,0.92621934,0,0,-0.2040699,-0.11643057,0.88053185,-0.838966,1,1,1,1,0,4,15.749094009399414,302.95214143491376,21.18568063148033,0,999.9,250.09593350717205,-38.839388971923256,True
