designation,ra,dec,w1mpro,w2mpro,w3mpro,w4mpro,w1sigmpro,w2sigmpro,w3sigmpro,w4sigmpro,w1snr,w2snr,w3snr,w4snr,w1_w2_color,T_eff_K,pmra_value,pmdec_value,pm_total,pm_angle,pm_class,n_epochs,baseline_years,rms_w1,rms_w2,chi2_w1,chi2_w2,trend_w1,trend_w2,is_variable,is_fading,variability_flag,variability_score,ps1_detected,rosat_detected,detection_count,detection_fraction,mag_mean,mag_std,mag_min,mag_max,mag_range,color_mean,color_std,if_score,xgb_score,lgb_score,ml_ensemble_score,improved_composite_score,rank,p_false_positive_proxy,golden_flag,neowise_parallax_mas,neowise_parallax_err_mas,parallax_snr,distance_pc,distance_err_pc
J113914.34+214121.3,174.8097894,21.6892504,14.735,12.743,8.864,6.985,0.031,0.026,0.025,0.095,34.5,41.6,43.8,11.4,1.9919996,255.22639900370245,226.0,322.0,393.3954753171419,35.06361005657168,VERY_HIGH,459,9.399304371819804,0.0537290862953885,0.0335722831669401,2.429465598825648,2.9033746584559217,0.0069005072910744,0.0015382221769193,False,False,NORMAL,3.119516327933094,False,False,0,0.0,14.735,0.0537290862953885,14.627541827409225,14.842458172590776,0.2149163451815532,1.9919996,0.0708832175413814,0.2367176830193485,0.197149806945808,0.1889083812047677,0.2075919570566414,0.2536127228478774,45,0.0792408042943358,TOP_ML,22.394477019585143,10.82243071031731,2.069264994067913,44.65386707291479,21.579578836411347
J231923.35+005202.6,349.8473284,0.867402,15.428,13.418,8.758,6.963,0.043,0.031,0.027,0.084,25.3,34.8,40.0,13.0,2.0100002,265.23424535646086,-370.0,-96.0,382.2512262897269,-104.54520274117436,VERY_HIGH,374,9.57568559307808,0.0403153185426749,0.0199494127072438,1.5401012640465563,1.7427265190481285,0.0039643641613117,0.0016475078644898,False,False,NORMAL,1.9365376801777283,False,False,0,0.0,15.428,0.0403153185426749,15.347369362914652,15.50863063708535,0.1612612741706982,2.0100002,0.0421332237534527,0.2296522364345698,0.1929839297964496,0.1927265392799897,0.205120901837003,0.2484021763708888,46,0.0794879098162997,TOP_ML,8.981920933667986,26.860176112986807,0.3343954595042754,111.33475872088596,332.9433924908376
J023658.58-583351.9,39.2441155,-58.5644205,15.085,12.942,9.172,7.304,0.031,0.024,0.027,0.107,35.3,44.9,39.5,10.1,2.1429996,256.7243761141179,65.0,-292.0,299.1471209956733,167.45041789744664,HIGH,470,8.225556872701356,0.0369679930478836,0.0264567657697577,2.628807579685585,2.995994849936849,-0.0035877112789798,0.0048440647990498,False,False,NORMAL,2.9875787075835665,False,False,0,0.0,15.085,0.0369679930478836,15.011064013904234,15.158935986095768,0.1478719721915347,2.1429996,0.0737678654689616,0.2500684153077092,0.2171403294185076,0.2047699728535763,0.223992905859931,0.246546672609875,47,0.0776007094140069,TOP_ML,-1.6029165518068655,8.935188159637674,0.1793937098098966,,
J005800.27-080633.8,14.5011344,-8.1094057,13.925,12.053,8.462,6.54,0.027,0.023,0.024,0.065,40.7,47.4,44.8,16.6,1.8719997,250.3318966954704,25.0,-303.0,304.02960382173313,175.28330922434222,VERY_HIGH,402,9.43551837122835,0.0402927290434179,0.0464833270497688,1.6635439614342715,1.5119253290164598,-0.0058964859203191,-0.0003973292217169,False,False,NORMAL,2.253192553466185,False,False,0,0.0,13.925,0.0402927290434179,13.844414541913164,14.005585458086836,0.1611709161736705,1.8719997,0.0377442261903122,0.2519460377822632,0.2006675558693334,0.198031249090913,0.2168816142475032,0.2436695854547027,48,0.0783118385752496,TOP_ML,29.59047556236313,8.877151126904167,3.333330157316198,33.794657942974226,10.138407042818615
J222345.27-284104.4,335.9386529,-28.6845737,13.822,11.883,8.519,6.818,0.026,0.023,0.028,0.093,42.2,46.4,39.2,11.7,1.9389992,282.37406218796866,-204.0,-84.0,220.6173157302028,-112.38013505195958,HIGH,336,9.400589132282684,0.0603007053441732,0.0655532979157685,6.1573601607628206,5.749112135528141,0.0053381021469129,0.0023695756969554,True,False,VARIABLE,6.691170375454118,False,False,0,0.0,13.822,0.0603007053441732,13.701398589311651,13.942601410688344,0.2412028213766923,1.9389992,0.0372522574538696,0.270644520545155,0.2190500324643842,0.2186990627909286,0.2361312052668226,0.2416330805808679,49,0.0763868794733177,TOP_ML,35.697980337704365,11.186246337550855,3.1912385317200305,28.01278925418073,8.778030528191904
J163051.99+111410.9,247.7166507,11.2363685,13.805,11.921,8.275,6.576,0.026,0.022,0.023,0.059,42.1,49.1,47.8,18.6,1.8840008,281.3088264350752,-133.0,-190.0,231.9245566989404,-145.00797980144134,HIGH,398,9.107324052224277,0.0602757190182441,0.0281685722232834,1.7482662196994712,1.937716881424736,0.0007118974251064,0.0034559630787192,False,False,NORMAL,1.8194559622101176,False,False,0,0.0,13.805,0.0602757190182441,13.684448561963512,13.925551438036488,0.2411028760729756,1.8840008,0.073780330622151,0.2716903274351476,0.2160778633732615,0.2033148787849925,0.2303610231978005,0.2407288125632872,50,0.0769638976802199,TOP_ML,30.426130424993165,7.563071397258735,4.02298601015736,32.86648634025977,8.169674529634815
J230741.12+522419.5,346.9213359,52.4054233,15.181,13.209,8.725,6.972,0.038,0.027,0.023,0.089,28.8,39.6,48.3,12.1,1.9720001,271.1540678750453,124.0,-337.0,359.0891254271006,159.79878069106897,VERY_HIGH,407,7.804414628598097,0.0247823209132991,0.04621815131196,8.389955301396185,9.880905695624156,0.0003133954863658,-0.0003463591498915,True,False,VARIABLE,8.421294850032771,False,False,0,0.0,15.181,0.0247823209132991,15.131435358173402,15.230564641826597,0.0991292836531947,1.9720001,0.0466576383936629,0.2277409415207225,0.1891299038259546,0.1849662276961567,0.2006123576809446,0.2405036827175531,51,0.0799387642319055,TOP_ML,17.709411751265538,12.406821767791197,1.427393097339414,56.46714944828919,39.55963466093608
J174419.54+385839.2,266.0814384,38.977561,16.091,13.859,9.018,7.442,0.047,0.032,0.028,0.109,23.3,34.0,38.9,10.0,2.2319994,298.085873449733,-213.0,-58.0,220.75552088226468,-105.23235518438536,HIGH,391,8.17280792838168,0.0358466106876243,0.0342268272215972,13.10169772319194,13.606217262280053,0.0051762116120968,0.0017302327512784,True,False,VARIABLE,13.619318884401627,False,False,0,0.0,16.091,0.0358466106876243,16.019306778624752,16.16269322137525,0.1433864427504971,2.2319994,0.0755690372521459,0.2582962581266719,0.2294050030395851,0.2179092465715187,0.2352035025792586,0.2386355137224229,52,0.0764796497420741,TOP_ML,8.837052698540681,19.248180304664228,0.4591110722502575,113.15990003829404,246.476085805684
J065314.51-042541.9,103.3104752,-4.4283133,12.63,11.083,7.694,5.264,0.024,0.021,0.02,0.038,45.6,52.6,54.9,28.5,1.5469999,203.1944458908701,154.0,305.0,341.6738210633059,26.790033448157367,VERY_HIGH,358,9.230711653879077,0.0539811939114694,0.0574464127344135,10.405943894987017,11.965593728310845,-0.0028827848152788,-0.0009424582324342,True,False,VARIABLE,10.694222376514896,False,False,0,0.0,12.63,0.0539811939114694,12.522037612177062,12.73796238782294,0.2159247756458775,1.5469999,0.0526593934829375,0.2457529554878897,0.1748222740337058,0.168466264979241,0.1963471648336121,0.2379295555738289,53,0.0803652835166388,TOP_ML,,,,,
J105027.24-701039.5,162.6135033,-70.177643,15.344,13.068,9.067,7.192,0.039,0.026,0.023,0.066,27.6,41.8,48.2,16.5,2.276,255.5811535627325,66.0,88.0,110.0,36.86989764584402,HIGH,343,9.490505307324169,0.0683572389410955,0.069507124338991,3.7583970456813502,3.719631760907283,-0.0047757116025061,0.0006227089415683,True,False,VARIABLE,4.23596820593197,False,False,0,0.0,15.344,0.0683572389410955,15.20728552211781,15.48071447788219,0.2734289557643805,2.276,0.0529342737286664,0.289018944478245,0.2563833519115683,0.2317607774445725,0.2590543579447953,0.2360850175512757,54,0.0740945642055204,TOP_ML,48.150942595162704,7.73036475176568,6.228806031974704,20.7680254238774,3.3341904238577413
J172400.49+271007.7,261.0020721,27.1688197,14.124,12.213,8.602,6.679,0.026,0.023,0.021,0.058,42.0,47.9,52.6,18.8,1.9109993,250.18746926374027,-175.0,-198.0,264.25177388240934,-138.52851617585674,HIGH,471,7.770869310163225,0.0603009537261209,0.0509419476234007,3.726671184175188,3.140239602634966,-0.0006014781585594,-0.0001940865117793,True,False,VARIABLE,3.786819000031137,False,False,0,0.0,14.124,0.0603009537261209,14.00339809254776,14.244601907452244,0.2412038149044839,1.9109993,0.0784100849597971,0.2481749136196779,0.2004429625542773,0.1983202556191362,0.2156460439310305,0.2339115795448842,55,0.0784353956068969,TOP_ML,23.62295437304803,6.923263579299591,3.4121125250351807,42.33170771988295,12.406304718642446
J184132.20-603919.7,280.3841705,-60.6554944,14.83,12.844,8.987,7.198,0.033,0.026,0.031,0.108,32.8,41.0,34.9,10.0,1.9860001,267.09228508065826,-260.0,-218.0,339.29927792437167,-129.97853895779818,VERY_HIGH,327,10.191330779857733,0.047705271170662,0.0448737442298382,1.6933275313899658,1.981361404812848,0.0001634737404704,0.0045188274186304,False,False,NORMAL,1.7096749054370124,False,False,0,0.0,14.83,0.047705271170662,14.734589457658675,14.925410542341323,0.1908210846826463,1.9860001,0.0428141581842588,0.2238324101760389,0.1870825519248863,0.1768906714501827,0.1959352111837026,0.2328050468729341,56,0.0804064788816297,TOP_ML,10.141032719719073,6.896268404725878,1.4705101548497768,98.60928641473726,67.05787517993095
J152842.04+742202.9,232.1751702,74.3674952,13.708,11.927,8.237,6.094,0.024,0.021,0.02,0.04,45.5,52.5,54.1,27.4,1.7810001,226.92494501517632,184.0,-206.0,276.2100649867777,138.22864786963564,HIGH,395,9.667356345784516,0.0422937280627647,0.0238340342928969,2.5655248657136416,2.872139194047929,-0.0055978745571728,-0.0045750161728277,False,False,NORMAL,3.12531232143093,False,False,0,0.0,13.708,0.0422937280627647,13.62341254387447,13.79258745612553,0.1691749122510586,1.7810001,0.0195362619043245,0.246772249762523,0.1908788910857537,0.1896613175155681,0.2091041527879482,0.232189824598631,57,0.0790895847212051,TOP_ML,,,,,
J013357.89-703638.5,23.4912423,-70.6106995,14.19,12.182,8.825,7.258,0.026,0.023,0.023,0.106,41.6,48.2,46.5,10.2,2.0079994,309.9675604853347,158.0,-130.0,204.60694025374605,129.4470289669632,HIGH,430,9.532693085526848,0.043694615107193,0.0661095761430865,1.562613348381505,1.4041031211883126,-0.0016615700598979,0.0023070853222733,False,False,NORMAL,1.7287703543713009,False,False,0,0.0,14.19,0.043694615107193,14.102610769785612,14.277389230214386,0.1747784604287723,2.0079994,0.054058460417026,0.2595248177503443,0.2153698800204622,0.2124485652746819,0.2291144210151628,0.2318734795847694,58,0.0770885578984837,TOP_ML,1.605995799044205,5.933446320845272,0.2706682949843248,622.6666349906653,2300.478654238856
J124915.41+324357.2,192.3142251,32.732575,13.02,11.367,8.051,5.694,0.023,0.021,0.02,0.046,46.2,52.5,53.7,23.6,1.6530008,208.72520365943893,236.0,190.0,302.9785470953348,51.162988869115566,VERY_HIGH,464,10.17613966553134,0.0732632750430992,0.0690228721559008,5.074184745791284,4.532179561906002,0.0075759553109927,-0.0013077094950566,True,False,VARIABLE,5.83178027689056,False,False,0,0.0,13.02,0.0732632750430992,12.8734734499138,13.166526550086198,0.293053100172397,1.6530008,0.0410713277089894,0.2413876840876981,0.1786358916901248,0.1750736544081728,0.1983657433953319,0.2302300723016083,59,0.0801634256604668,TOP_ML,,,,,
J101955.59-864308.4,154.9816324,-86.7190116,12.734,11.063,8.323,6.067,0.023,0.02,0.021,0.045,47.2,53.7,51.9,24.3,1.6710005,217.17298020628644,-269.0,159.0,312.4771991681953,-59.41359770118494,VERY_HIGH,454,8.231968930137251,0.0526148115457218,0.0245398043228906,13.042030742632818,13.698782423322353,0.0028790912032234,0.0014060539361652,True,False,VARIABLE,13.329939862955158,False,False,0,0.0,12.734,0.0526148115457218,12.628770376908555,12.839229623091445,0.2104592461828858,1.6710005,0.0555804305154067,0.2361286398146457,0.1760325108519207,0.1607654885081092,0.1909755463915585,0.2267171546417916,60,0.0809024453608441,TOP_ML,,,,,
J100857.71-265220.0,152.2404764,-26.8722499,13.06,11.416,8.134,5.726,0.024,0.021,0.021,0.04,45.8,52.0,51.7,27.2,1.644,204.8383021667916,263.0,194.0,326.8103425535979,53.58593431180498,VERY_HIGH,471,9.884433910624946,0.0303698269790409,0.0830636491502311,13.549735891968924,15.55563269007801,-0.0082248385675064,-0.0033176223247339,True,False,VARIABLE,14.372219748719568,False,False,0,0.0,13.06,0.0303698269790409,12.999260346041918,13.120739653958085,0.1214793079161644,1.644,0.0714726349971954,0.2319199393497222,0.1712863745360442,0.1570264855137489,0.1867442664665051,0.2263138507667307,61,0.0813255733533495,TOP_ML,,,,,
J161358.02+374358.6,243.4917622,37.7329562,15.979,14.058,9.384,7.507,0.047,0.036,0.032,0.096,22.9,30.2,33.9,11.3,1.9210005,254.8406094415745,-528.0,157.0,550.8475288135547,-73.44023400086381,VERY_HIGH,489,9.636537664042608,0.0588763885629245,0.0464543712067617,0.8239711468735397,0.7349851756792309,0.0027682465267359,-0.0015778085695131,False,False,NORMAL,1.1007957995471307,False,False,0,0.0,15.979,0.0588763885629245,15.86124722287415,16.096752777125847,0.2355055542516968,1.9210005,0.053821981360398,0.1449809147449659,0.1242935732360783,0.1195474944159475,0.1296073274656639,0.221179693041417,62,0.0870392672534336,TOP_ML,,,,,
J060501.01-545944.5,91.254209,-54.995711,15.177,13.174,9.251,7.355,0.029,0.024,0.024,0.069,37.2,44.7,45.2,15.8,2.0030003,253.09470710443125,58.0,354.0,358.7199464763564,9.30477234064332,VERY_HIGH,350,8.8,0.07,0.06,10.865325749219627,9.325689357576737,0.0179,0.014,True,False,VARIABLE,12.655325749219628,False,False,0,0.0,15.177,0.07,15.037,15.317,0.2800000000000011,2.0030003,0.0396477740192765,0.200904905335738,0.1708880569187788,0.1558039080741454,0.1758656234428874,0.2202117510531636,63,0.0824134376557112,TOP_ML,-1.8365232556974664,11.288733794705603,0.1626863817586692,,
J160736.59+064143.6,241.902468,6.6954665,13.665,11.833,8.668,6.839,0.024,0.022,0.027,0.081,45.0,48.3,40.8,13.4,1.8319998,263.23135520576494,-148.0,-215.0,261.01532522057016,-145.45756080900435,HIGH,380,7.610660842063599,0.0197030555062827,0.0275460096035881,2.211076472917157,2.1131661276209464,0.002884518278312,-0.0035265590277978,False,False,NORMAL,2.4995283007483584,False,False,0,0.0,13.665,0.0197030555062827,13.625593888987432,13.704406111012563,0.0788122220251317,1.8319998,0.0546842946507304,0.233430591310435,0.1844195892079386,0.174302091247212,0.1973840905885285,0.2193332852062152,64,0.0802615909411471,TOP_ML,21.732276983056,8.068041163577831,2.693624950894358,46.01450647714779,17.082744374590717
J065027.17-555224.5,102.6132428,-55.8734771,14.611,12.624,8.872,6.99,0.026,0.022,0.022,0.068,42.5,49.0,49.6,15.9,1.9870005,255.0063054407891,164.0,143.0,217.5890622251036,48.9131595249874,HIGH,347,9.68464904583558,0.071076041040698,0.0522074053086693,2.161180907304052,1.7734009203411385,-0.0002349029688237,-0.0022518769467622,False,False,NORMAL,2.184671204186423,False,False,0,0.0,14.611,0.071076041040698,14.468847917918604,14.753152082081396,0.2843041641627906,1.9870005,0.0393800608999636,0.2382111324987943,0.1979496772049034,0.1907943100071191,0.2089850399036056,0.2182296910709814,65,0.0791014960096394,TOP_ML,36.76514237026933,5.944256100226028,6.184986270842428,27.199677072613884,4.397694009579288
J110700.87-255107.4,166.7536484,-25.8520653,13.81,12.046,8.622,6.723,0.026,0.022,0.023,0.078,41.4,50.4,46.6,13.9,1.7640009,253.3699742970349,306.0,120.0,328.6883021952561,68.58703052512824,VERY_HIGH,300,7.549763486783569,0.0651793844098653,0.0404200768326551,6.296480196493722,7.100168766050061,0.0037424326827827,-0.003021564903303,True,False,VARIABLE,6.670723464771998,False,False,0,0.0,13.81,0.0651793844098653,13.67964123118027,13.940358768819731,0.2607175376394615,1.7640009,0.0196851177000553,0.2124950770893753,0.1648310819601954,0.1561479438556011,0.1778247009683906,0.2174672187862555,66,0.0822175299031609,TOP_ML,35.94523928487874,7.708583374134799,4.6630149198993625,27.82009578722362,5.966117686757055
J233049.80+220729.3,352.7075188,22.124818,13.603,11.835,8.654,6.898,0.025,0.022,0.026,0.089,43.4,48.6,42.4,12.2,1.7679996,274.194720869599,120.0,-251.0,278.2103520719529,154.4481126202435,HIGH,371,8.226165814534502,0.0271405940433875,0.0525925768384722,8.20044296762811,7.265396900532046,-0.0061890815598673,0.0055311989238573,True,False,VARIABLE,8.81935112361484,False,False,0,0.0,13.603,0.0271405940433875,13.548718811913224,13.657281188086776,0.1085623761735519,1.7679996,0.0598490252801629,0.2173376228255981,0.168603035929146,0.154289614251763,0.1800767576688357,0.2093019511150133,67,0.0819923242331164,TOP_ML,25.56121214444344,7.707789930552285,3.3162829260724163,39.1217753817431,11.796875071837224
J064954.38-350303.3,102.4766032,-35.0509345,14.236,12.441,9.014,7.431,0.027,0.022,0.025,0.091,40.6,48.6,43.3,12.0,1.7950001,305.20474367959,220.0,306.0,376.8766376415497,35.714406964724446,VERY_HIGH,326,8.023099287014974,0.0516374827877264,0.0373971389126463,8.06761059061223,8.358788944064651,-0.0003375924070505,-0.0030055484934871,True,False,VARIABLE,8.101369831317283,False,False,0,0.0,14.236,0.0516374827877264,14.132725034424547,14.339274965575454,0.2065499311509064,1.7950001,0.0422459688012803,0.1826697080779571,0.144954203207184,0.141715880687429,0.15644659732419,0.2086847070752143,68,0.084355340267581,TOP_ML,50.3698662951867,7.802198802578281,6.455855274867091,19.85313985428544,3.0752145159719624
J005832.22+064701.7,14.6342573,6.7838242,13.854,12.041,8.522,6.784,0.026,0.023,0.025,0.081,41.2,47.9,44.2,13.3,1.8129997,275.5563874309162,47.0,-187.0,192.81597444195333,165.89168640717415,HIGH,304,9.036279174897842,0.0345434957092485,0.0536390594258992,0.8527082271669844,0.9548339805034974,-0.0077557598776126,-0.0020036687504975,False,False,NORMAL,1.6282842149282457,False,False,0,0.0,13.854,0.0345434957092485,13.7849130085815,13.923086991418495,0.1381739828369959,1.8129997,0.0809501040266012,0.2325042565980329,0.1825226741720468,0.1819421321127217,0.1989896876276005,0.2059453707289597,69,0.0801010312372399,TOP_ML,33.851072702148265,12.817443661960068,2.6410159151011,29.54116133331685,11.185529464022936
J081203.49-134253.5,123.0145435,-13.7148837,14.101,12.322,9.018,7.206,0.027,0.022,0.03,0.097,39.9,49.5,36.8,11.2,1.7790003,265.21340190468027,179.0,311.0,358.83422356291493,29.92312545597853,VERY_HIGH,436,9.5728132143074,0.0962931713334701,0.0419399192998543,0.5416534227879332,0.5115318369562122,-0.0103037396244099,0.0066776211244854,False,False,NORMAL,1.5720273852289268,False,False,0,0.0,14.101,0.0962931713334701,13.90841365733306,14.29358634266694,0.385172685333881,1.7790003,0.0557173078144981,0.1815161021226623,0.1431746854926017,0.1398948662079703,0.1548618846077448,0.2037554841369821,70,0.0845138115392255,TOP_ML,54.32844368507693,10.929576310880773,4.970773078457861,18.406564447099782,3.702958102607705
J162011.49+650543.1,245.047897,65.0953197,16.837,15.336,9.344,7.528,0.06,0.057,0.031,0.094,18.1,19.1,35.1,11.5,1.5009995,261.92804626657914,-427.0,-863.0,962.8592835923638,-153.67445602777937,VERY_HIGH,489,9.448898697141644,0.0148253468013814,0.0378247970308628,3.7114927802958673,3.4737716139280925,0.0034986275399629,-0.0034844988137267,True,False,VARIABLE,4.06135553429216,False,False,0,0.0,16.837,0.0148253468013814,16.80734930639724,16.86665069360276,0.0593013872055223,1.5009995,0.0629096836228215,0.0,0.0,0.0,0.0,0.2,71,0.1,TOP_ML,,,,,
J154920.85+235547.1,237.336893,23.9297749,12.987,11.377,8.401,6.304,0.023,0.02,0.02,0.049,47.1,53.3,54.8,22.2,1.6100006,231.798825343295,-208.0,-181.0,275.7263135792448,-131.02953993955666,HIGH,436,10.419031664257336,0.0788254657813223,0.0404902034851788,0.8419242738321597,0.9719098879918092,0.0013752584857582,-7.36735167582068e-05,False,False,NORMAL,0.9794501224079816,False,False,0,0.0,12.987,0.0788254657813223,12.829349068437356,13.144650931562644,0.3153018631252884,1.6100006,0.0621579301943307,0.2056912121908956,0.1504673896350813,0.1439602896664928,0.1667062971641565,0.1984344214452227,73,0.0833293702835843,TOP_ML,,,,,
J142032.17+801007.8,215.134058,80.1688481,13.824,12.132,8.763,7.017,0.024,0.022,0.021,0.066,44.7,50.2,51.4,16.5,1.6920004,274.9169860124502,292.0,-157.0,331.53129565698623,118.265640890211,VERY_HIGH,462,9.008037069686583,0.0671279758864694,0.0301399813068233,9.935863810044506,9.362257316733327,-0.0024595958575325,-0.0059197765555601,True,False,VARIABLE,10.18182339579776,False,False,0,0.0,13.824,0.0671279758864694,13.68974404822706,13.95825595177294,0.2685119035458783,1.6920004,0.0300329191852241,0.1812731879641119,0.1379074672241004,0.1350777376810537,0.1514194642897553,0.1959702304076153,74,0.0848580535710244,TOP_ML,-24.007580372344307,3.2210386836242404,7.4533660506465935,,
J223900.22+330237.4,339.7509425,33.0437245,13.854,12.119,8.823,7.223,0.026,0.022,0.027,0.099,41.6,49.3,39.7,11.0,1.7349997,303.14976620861563,11.0,-304.0,304.19894805866767,177.92770155438092,VERY_HIGH,474,9.272678829564724,0.0630278250261159,0.0562701927200127,1.4219582585563717,1.3848891369145713,-0.0063883841094925,0.0036302546481663,False,False,NORMAL,2.0607966695056263,False,False,0,0.0,13.854,0.0630278250261159,13.727944349947768,13.98005565005223,0.2521113001044632,1.7349997,0.0626586363551102,0.1889470069152367,0.1459813134501922,0.1367629780749522,0.1572304328134603,0.1953142457034536,75,0.0842769567186539,TOP_ML,22.800758671764044,8.390174455257227,2.717554777121141,43.85818973815016,16.13884294343889
J204003.75-804422.4,310.0156403,-80.7395565,13.545,11.856,8.5,6.295,0.024,0.021,0.023,0.052,45.6,51.2,47.0,20.7,1.6890001,221.374345919854,35.0,-233.0,235.61409125941512,171.4572100923243,HIGH,417,8.977553081456591,0.0379956624568241,0.043666840114767,11.14792175728194,11.276957319688076,-0.0015562507727176,-0.0030834607755478,True,False,VARIABLE,11.303546834553709,False,False,0,0.0,13.545,0.0379956624568241,13.469008675086352,13.620991324913648,0.1519826498272962,1.6890001,0.0359975837012165,0.2063209931396977,0.155749893083007,0.1511782556613138,0.1710830472946728,0.1928545306223341,76,0.0828916952705327,TOP_ML,,,,,
J234658.41-003806.5,356.743416,-0.6351508,13.087,11.42,8.312,6.349,0.024,0.022,0.024,0.068,45.8,49.0,45.7,16.0,1.6669998,246.158801711348,-126.0,-107.0,165.3027525481654,-130.33812690476117,HIGH,451,9.007911279315575,0.0592420694852654,0.024653048742239,10.370250674958545,8.384428188857715,0.0012451801977818,0.0088445412360315,True,False,VARIABLE,10.494768694736734,False,False,0,0.0,13.087,0.0592420694852654,12.968515861029468,13.205484138970531,0.2369682779410631,1.6669998,0.0294696940117787,0.2257119230331498,0.1683062950464013,0.1532356081205299,0.1824179420666936,0.1889289568259239,77,0.0817582057933306,TOP_ML,26.43225154644968,6.86243152184149,3.851732649327297,37.83256973938408,9.82222111028176
J100443.67+002609.8,151.1819799,0.4360578,13.277,11.625,8.606,6.861,0.025,0.022,0.026,0.107,43.8,50.0,42.3,10.1,1.6520004,277.007332887972,141.0,202.0,246.3432564532669,34.9158037094094,HIGH,327,8.968358280832689,0.0530745021189105,0.0461459904175321,2.446840270989392,2.874381310087638,-0.006769361870827,0.0007613547123344,False,False,NORMAL,3.123776458072098,False,False,0,0.0,13.277,0.0530745021189105,13.170850995762178,13.38314900423782,0.212298008475642,1.6520004,0.057648194923681,0.1957692085245175,0.1459371097066404,0.1353312692929686,0.1590125291747088,0.1857304678533463,78,0.0840987470825291,TOP_ML,22.49170593241918,7.250619942360728,3.102039013383469,44.46083382935468,14.332777130633238
J161059.60+522426.9,242.748349,52.407473,15.543,13.433,9.396,7.525,0.032,0.026,0.025,0.084,34.2,42.2,42.6,12.9,2.1100006,256.0421129951102,-33.0,134.0,138.00362314084367,-13.834853156658731,HIGH,370,8.517089373146103,0.0367642707046322,0.0482586290855124,10.67771244026504,12.574327614500092,0.0085169121967757,-0.0040251712368577,True,False,VARIABLE,11.529403659942618,False,False,0,0.0,15.543,0.0367642707046322,15.469471458590736,15.616528541409265,0.1470570828185273,2.1100006,0.0636378297925262,0.2120463475299519,0.1858931896930166,0.1723042749193973,0.1900812707141219,0.1851234092107694,80,0.0809918729285878,TOP_ML,35.59577147969474,11.292508942025444,3.152157918354521,28.09322451601984,8.91237851772508
J155827.03+850432.3,239.612634,85.0756551,15.965,13.846,9.341,7.664,0.035,0.028,0.025,0.092,30.9,38.4,42.6,11.8,2.1190004,282.32650850840497,12.0,-138.0,138.52075656738234,175.0302592718897,HIGH,327,9.319287178978769,0.0853090848056219,0.0256311155749512,13.78735060928205,16.127870266442685,0.0025693345866834,-0.0014845834934852,True,False,VARIABLE,14.044284067950397,False,False,0,0.0,15.965,0.0853090848056219,15.794381830388756,16.135618169611245,0.3412363392224886,2.1190004,0.0776431798207505,0.2065130087479059,0.1822132661067363,0.1766554314316764,0.1884605687621062,0.1831517364830776,81,0.0811539431237893,TOP_ML,-4.051324151480998,2.175236291075004,1.8624754322569843,,
J052747.14-105916.1,81.9464532,-10.9878105,15.856,14.343,8.515,6.942,0.052,0.045,0.022,0.086,20.8,23.9,49.6,12.7,1.5129995,297.1309833246517,183.0,549.0,578.6968118108134,18.43494882292201,VERY_HIGH,420,8.476199094477803,0.0314613905684383,0.0503869302848234,1.6462458773008033,1.367670258211516,-0.0098236256645819,-0.0011590994275856,False,False,NORMAL,2.628608443758998,False,False,0,0.0,15.856,0.0314613905684383,15.793077218863123,15.918922781136876,0.1258455622737528,1.5129995,0.0228028771804016,0.0881347010238529,0.0621990203109953,0.0594600782630182,0.0699312665326221,0.1797895184126683,82,0.0930068733467378,TOP_ML,,,,,
J115746.32+150551.9,179.4430055,15.0977705,13.65,11.941,8.859,7.039,0.026,0.023,0.03,0.108,42.4,48.2,35.8,10.0,1.7089996,264.823106479168,145.0,183.0,233.4823333787805,38.39153566168314,HIGH,450,8.60334939815776,0.0224466126408581,0.039581968120717,2.156084034055971,2.1529501634987227,0.0022503273573962,0.0026025702764873,False,False,NORMAL,2.3811167697955926,False,False,0,0.0,13.65,0.0224466126408581,13.605106774718283,13.694893225281715,0.0897864505634338,1.7089996,0.0375371894715047,0.1846144391332781,0.1413127544181149,0.1327999949280368,0.1529090628264766,0.1771660317517786,83,0.0847090937173523,TOP_ML,18.636074990364243,7.570784290322144,2.4615778597980977,53.659367678926415,21.79876921842628
J025220.16-430049.3,43.0840152,-43.0137145,13.886,12.079,8.801,7.023,0.025,0.022,0.024,0.069,42.6,48.6,44.9,15.7,1.8069992,270.3112722767645,84.0,-71.0,109.98636279102968,130.2057679333694,HIGH,332,8.212912631977199,0.0716610248635055,0.0549458721024652,11.733680631745072,12.179926261330664,-2.621849859091583e-05,0.0055942702952765,True,False,VARIABLE,11.736302481604165,False,False,0,0.0,13.886,0.0716610248635055,13.742677950272988,14.02932204972701,0.2866440994540227,1.8069992,0.0372452003149736,0.2107082874966761,0.166183161697874,0.1565400067858615,0.1778104853268038,0.1716737299357827,85,0.0822189514673196,TOP_ML,24.892096651098043,6.292328638848391,3.955943511503198,40.17339374889049,10.155199039640788
